PERSON_ID,AGE,SENIORITY,ROLE,EMAIL_INTENSITY,DM_INTENSITY
629,63,SENIOR,MARKETING,174,567
630,28,JUNIOR,ENGINEERING,107,1512
631,26,JUNIOR,ENGINEERING,110,1176
632,27,JUNIOR,ENGINEERING,92,1186
633,27,MID,SALES,158,675
634,26,JUNIOR,ENGINEERING,97,1358
635,38,SENIOR,ENGINEERING,85,1416
636,29,JUNIOR,SALES,154,612
637,31,SENIOR,ENGINEERING,85,1062
638,25,JUNIOR,SUPPORT,149,2120
639,56,SENIOR,ENGINEERING,88,1318
640,34,SENIOR,ENGINEERING,92,1597
641,54,MANAGEMENT,ENGINEERING,89,1563
642,42,SENIOR,ENGINEERING,104,1178
643,37,SENIOR,ENGINEERING,98,1335
644,25,MID,ENGINEERING,102,999
645,35,MANAGEMENT,SALES,145,614
646,33,SENIOR,SALES,130,628
647,63,MANAGEMENT,SALES,153,617
648,27,JUNIOR,ENGINEERING,103,1228
649,60,MANAGEMENT,ENGINEERING,117,1093
650,35,SENIOR,ENGINEERING,82,1298
651,27,JUNIOR,ENGINEERING,108,1248
652,62,MANAGEMENT,SALES,147,556
653,32,SENIOR,ENGINEERING,94,1373
654,28,JUNIOR,ENGINEERING,99,1522
655,27,JUNIOR,SALES,140,570
656,58,SENIOR,SUPPORT,135,1927
657,63,SENIOR,MARKETING,150,591
658,33,MID,ENGINEERING,80,1487
659,25,JUNIOR,SUPPORT,143,2445
660,32,SENIOR,MARKETING,150,561
661,33,SENIOR,ENGINEERING,134,1086
662,25,JUNIOR,SUPPORT,158,1693
663,30,MID,ENGINEERING,94,1194
664,26,JUNIOR,ENGINEERING,120,989
665,35,SENIOR,ENGINEERING,82,1240
666,28,JUNIOR,ENGINEERING,97,1215
667,39,MID,SALES,139,591
668,27,JUNIOR,ENGINEERING,76,1231
669,25,JUNIOR,ENGINEERING,111,1180
670,56,SENIOR,MARKETING,137,635
671,55,MANAGEMENT,MARKETING,151,608
672,26,JUNIOR,SUPPORT,151,1829
673,34,MID,ENGINEERING,88,1198
674,33,MID,ENGINEERING,90,1151
675,61,SENIOR,MARKETING,132,596
676,30,SENIOR,ENGINEERING,123,1039
677,39,SENIOR,SALES,144,625
678,63,SENIOR,ENGINEERING,102,1203
679,43,MID,ENGINEERING,87,1078
680,43,SENIOR,SALES,152,636
681,47,SENIOR,SUPPORT,137,2394
682,53,SENIOR,ENGINEERING,96,1491
683,30,MID,ENGINEERING,108,1025
684,27,JUNIOR,SALES,152,550
685,30,SENIOR,ENGINEERING,97,1317
686,34,SENIOR,SUPPORT,173,1916
687,32,SENIOR,SALES,135,594
688,32,SENIOR,MANAGEMENT,1059,269
689,31,MID,SUPPORT,149,2507
690,41,MANAGEMENT,ENGINEERING,91,1416
691,54,SENIOR,MARKETING,160,605
692,61,SENIOR,SUPPORT,140,1777
693,29,JUNIOR,ENGINEERING,117,1545
694,63,SENIOR,ENGINEERING,83,1022
695,27,MID,ENGINEERING,122,1394
696,51,SENIOR,SALES,156,560
697,30,SENIOR,ENGINEERING,83,1285
698,62,MANAGEMENT,ENGINEERING,97,1149
699,34,SENIOR,ENGINEERING,92,1045
700,31,SENIOR,SUPPORT,166,2594
701,42,SENIOR,ENGINEERING,121,1472
702,48,SENIOR,ENGINEERING,112,1465
703,34,MANAGEMENT,MARKETING,144,597
704,31,SENIOR,ENGINEERING,107,1281
705,26,JUNIOR,ENGINEERING,70,1400
706,53,MANAGEMENT,ENGINEERING,87,1407
707,47,MANAGEMENT,ENGINEERING,125,1045
708,34,SENIOR,ENGINEERING,87,1547
709,34,SENIOR,ENGINEERING,123,1217
710,46,SENIOR,ENGINEERING,92,1461
711,44,MID,ENGINEERING,133,1565
712,30,MANAGEMENT,ENGINEERING,108,1056
713,53,SENIOR,ENGINEERING,80,998
714,26,JUNIOR,ENGINEERING,115,1084
715,65,MANAGEMENT,ENGINEERING,97,1496
716,25,JUNIOR,ENGINEERING,79,1176
717,30,SENIOR,MANAGEMENT,756,294
718,36,SENIOR,MARKETING,155,632
719,44,SENIOR,MANAGEMENT,1058,334
720,36,SENIOR,ENGINEERING,120,1193
721,33,MID,ENGINEERING,89,1175
722,40,SENIOR,ENGINEERING,96,1380
723,44,SENIOR,SUPPORT,118,2303
724,63,MANAGEMENT,ENGINEERING,98,1587
725,64,SENIOR,ENGINEERING,95,1370
726,53,MANAGEMENT,ENGINEERING,108,1165
727,37,SENIOR,SUPPORT,177,2148
728,50,SENIOR,SALES,138,596
729,65,SENIOR,ENGINEERING,85,3105
730,42,SENIOR,ENGINEERING,77,1014
731,31,SENIOR,MARKETING,141,678
732,54,SENIOR,ENGINEERING,85,1046
733,31,MID,MARKETING,137,597
734,63,MANAGEMENT,ENGINEERING,102,1074
735,25,JUNIOR,MARKETING,138,597
736,31,SENIOR,SALES,138,608
737,33,MID,ENGINEERING,105,1387
738,37,MID,MARKETING,140,593
739,34,SENIOR,ENGINEERING,119,1494
740,34,MID,ENGINEERING,104,1110
741,65,SENIOR,ENGINEERING,96,1203
742,25,MID,SALES,155,588
743,32,SENIOR,SALES,143,607
744,55,SENIOR,ENGINEERING,107,1636
745,48,SENIOR,SALES,145,572
746,58,SENIOR,ENGINEERING,93,1325
747,26,MID,ENGINEERING,92,1563
748,30,SENIOR,SUPPORT,165,1774
749,36,MID,SUPPORT,143,2399
750,42,MANAGEMENT,ENGINEERING,117,1501
751,62,MANAGEMENT,SALES,163,599
752,61,MANAGEMENT,MANAGEMENT,912,289
753,33,MID,MARKETING,148,606
754,65,MANAGEMENT,SUPPORT,134,2087
755,26,JUNIOR,ENGINEERING,93,1094
756,62,SENIOR,SUPPORT,148,2297
757,34,MID,ENGINEERING,115,1055
758,62,SENIOR,ENGINEERING,94,1189
759,47,SENIOR,ENGINEERING,107,1557
760,58,MANAGEMENT,SUPPORT,166,2394
761,54,MANAGEMENT,MARKETING,133,580
762,58,MANAGEMENT,SALES,159,595
763,27,JUNIOR,MARKETING,133,583
764,35,SENIOR,SUPPORT,141,2340
765,27,JUNIOR,SUPPORT,144,1756
766,50,SENIOR,ENGINEERING,111,1414
767,25,JUNIOR,ENGINEERING,92,1358
768,34,SENIOR,ENGINEERING,81,1322
769,37,SENIOR,ENGINEERING,103,1597
770,33,SENIOR,ENGINEERING,80,1375
771,60,SENIOR,SUPPORT,155,2479
772,25,JUNIOR,ENGINEERING,70,1354
773,34,MID,SALES,159,619
774,27,JUNIOR,ENGINEERING,103,1133
775,45,MANAGEMENT,SALES,142,591
776,44,SENIOR,ENGINEERING,119,1378
777,33,SENIOR,ENGINEERING,87,1230
778,35,SENIOR,SALES,145,623
779,26,JUNIOR,MARKETING,128,585
780,49,SENIOR,MARKETING,155,584
781,34,SENIOR,MARKETING,134,584
782,42,SENIOR,SUPPORT,137,2106
783,63,MANAGEMENT,ENGINEERING,102,1377
784,64,SENIOR,ENGINEERING,114,1127
785,34,SENIOR,MARKETING,162,596
786,32,SENIOR,MANAGEMENT,728,298
787,36,SENIOR,ENGINEERING,81,1408
788,60,MANAGEMENT,SALES,128,579
789,30,SENIOR,SALES,135,603
790,28,JUNIOR,ENGINEERING,107,1194
791,35,MID,ENGINEERING,89,954
792,50,SENIOR,SUPPORT,163,2500
793,33,SENIOR,SUPPORT,163,2169
794,56,MANAGEMENT,SUPPORT,156,1756
795,43,MID,ENGINEERING,108,1226
796,57,SENIOR,ENGINEERING,94,1318
797,63,SENIOR,SALES,175,586
798,31,SENIOR,ENGINEERING,74,1055
799,25,JUNIOR,ENGINEERING,105,1200
800,33,SENIOR,SUPPORT,119,1947
801,36,SENIOR,SUPPORT,160,2401
802,63,SENIOR,ENGINEERING,100,1459
803,40,SENIOR,ENGINEERING,99,1460
804,40,MANAGEMENT,ENGINEERING,96,1139
805,38,MID,MARKETING,130,568
806,45,MANAGEMENT,ENGINEERING,102,1409
807,62,SENIOR,SALES,150,614
808,62,SENIOR,SUPPORT,165,1951
809,30,SENIOR,ENGINEERING,103,1030
810,40,MID,MARKETING,129,603
811,61,SENIOR,SALES,151,599
812,28,JUNIOR,ENGINEERING,90,1049
813,44,SENIOR,ENGINEERING,75,1025
814,33,MID,ENGINEERING,85,1340
815,58,SENIOR,ENGINEERING,102,1291
816,56,SENIOR,MANAGEMENT,754,309
817,53,SENIOR,MARKETING,152,559
818,34,MID,MANAGEMENT,999,294
819,62,SENIOR,MARKETING,174,608
820,39,MID,ENGINEERING,94,1143
821,32,SENIOR,MARKETING,139,577
822,58,SENIOR,ENGINEERING,101,1472
823,29,JUNIOR,ENGINEERING,100,1362
824,43,SENIOR,ENGINEERING,103,1400
825,30,SENIOR,SALES,122,589
826,34,MID,MARKETING,161,579
827,34,SENIOR,ENGINEERING,116,1016
828,25,JUNIOR,MARKETING,154,598
829,29,JUNIOR,ENGINEERING,91,1197
830,46,SENIOR,ENGINEERING,98,1061
831,25,JUNIOR,SALES,138,596
832,25,JUNIOR,ENGINEERING,98,1426
833,64,SENIOR,ENGINEERING,112,1362
834,63,SENIOR,MARKETING,171,593
835,25,JUNIOR,ENGINEERING,105,1214
836,41,SENIOR,ENGINEERING,106,1448
837,36,SENIOR,MARKETING,144,567
838,25,JUNIOR,SALES,143,592
839,44,SENIOR,MARKETING,152,599
840,59,MANAGEMENT,ENGINEERING,116,1388
841,27,JUNIOR,ENGINEERING,102,1129
842,60,SENIOR,ENGINEERING,111,1199
843,44,SENIOR,ENGINEERING,104,1419
844,27,JUNIOR,ENGINEERING,126,1414
845,59,SENIOR,MANAGEMENT,1028,332
846,29,JUNIOR,ENGINEERING,86,1251
847,32,SENIOR,ENGINEERING,87,1580
848,29,JUNIOR,ENGINEERING,98,1284
849,35,MID,ENGINEERING,97,1564
850,27,JUNIOR,SUPPORT,151,2413
851,32,MID,ENGINEERING,99,1400
852,46,MANAGEMENT,ENGINEERING,89,1269
853,43,SENIOR,ENGINEERING,111,1320
854,40,SENIOR,ENGINEERING,113,1184
855,32,SENIOR,ENGINEERING,105,1490
856,25,JUNIOR,SALES,163,562
857,54,SENIOR,MARKETING,152,604
858,26,JUNIOR,ENGINEERING,96,1292
859,26,JUNIOR,ENGINEERING,78,1233
860,27,JUNIOR,MARKETING,149,575
861,27,MANAGEMENT,MANAGEMENT,969,330
862,45,SENIOR,ENGINEERING,118,1302
863,57,SENIOR,ENGINEERING,92,1096
864,48,MANAGEMENT,SALES,113,561
865,61,SENIOR,ENGINEERING,90,1230
866,58,SENIOR,SUPPORT,145,2365
867,56,MANAGEMENT,ENGINEERING,87,1378
868,65,SENIOR,ENGINEERING,110,1173
869,54,MANAGEMENT,ENGINEERING,101,1448
870,42,MID,ENGINEERING,101,1205
871,58,SENIOR,ENGINEERING,93,1463
872,32,SENIOR,SUPPORT,148,2425
873,54,SENIOR,ENGINEERING,87,1067
874,54,SENIOR,MARKETING,156,601
875,39,SENIOR,SUPPORT,153,1918
876,57,MANAGEMENT,ENGINEERING,112,1523
877,33,SENIOR,SUPPORT,147,2246
878,26,JUNIOR,SALES,137,625
879,35,SENIOR,SALES,158,595
880,50,MANAGEMENT,MANAGEMENT,942,303
881,44,SENIOR,SALES,159,616
882,55,SENIOR,ENGINEERING,84,1331
883,35,SENIOR,SALES,146,583
884,61,SENIOR,ENGINEERING,81,1200
885,50,MANAGEMENT,ENGINEERING,85,1407
886,36,MID,ENGINEERING,123,1052
887,51,SENIOR,MANAGEMENT,942,329
888,25,JUNIOR,ENGINEERING,88,1543
889,61,MANAGEMENT,MANAGEMENT,970,275
890,25,JUNIOR,ENGINEERING,83,1179
891,62,MANAGEMENT,ENGINEERING,106,1175
892,26,JUNIOR,ENGINEERING,125,1162
893,26,JUNIOR,ENGINEERING,96,1599
894,40,SENIOR,ENGINEERING,99,1106
895,29,JUNIOR,SUPPORT,160,2578
896,32,SENIOR,ENGINEERING,119,1459
897,34,MID,SUPPORT,156,1834
898,28,JUNIOR,SALES,156,618
899,48,SENIOR,ENGINEERING,105,1015
900,42,SENIOR,ENGINEERING,92,1119
901,36,SENIOR,SALES,130,602
902,46,SENIOR,ENGINEERING,97,1336
903,25,JUNIOR,SUPPORT,145,1848
904,35,MID,ENGINEERING,83,1578
905,27,JUNIOR,SUPPORT,157,2458
906,27,JUNIOR,ENGINEERING,97,1351
907,33,SENIOR,SALES,141,633
908,34,SENIOR,SALES,145,611
909,45,MANAGEMENT,SUPPORT,139,2493
910,31,SENIOR,ENGINEERING,102,1281
911,44,MID,MARKETING,135,562
912,61,SENIOR,ENGINEERING,100,1277
913,27,JUNIOR,MARKETING,144,536
914,54,SENIOR,ENGINEERING,109,1220
915,58,SENIOR,SUPPORT,154,2497
916,29,JUNIOR,SALES,140,635
917,50,MANAGEMENT,ENGINEERING,110,1386
918,61,MANAGEMENT,MANAGEMENT,881,280
919,58,MANAGEMENT,SUPPORT,155,1948
920,40,MID,SALES,162,590
921,45,SENIOR,ENGINEERING,79,1176
922,30,MID,ENGINEERING,91,1275
923,26,JUNIOR,MARKETING,135,608
924,27,JUNIOR,MARKETING,138,604
925,59,MANAGEMENT,ENGINEERING,93,1553
926,34,SENIOR,SALES,142,621
927,62,SENIOR,ENGINEERING,85,1472
928,53,SENIOR,MARKETING,158,636
929,62,SENIOR,ENGINEERING,108,1479
930,32,MID,MARKETING,138,612
931,27,JUNIOR,SUPPORT,164,1741
932,35,SENIOR,ENGINEERING,87,1155
933,38,SENIOR,MARKETING,144,569
934,28,JUNIOR,MARKETING,153,597
935,25,JUNIOR,SALES,174,601
936,59,MANAGEMENT,ENGINEERING,96,1275
937,65,MANAGEMENT,ENGINEERING,109,1362
938,27,JUNIOR,MARKETING,138,644
939,50,MANAGEMENT,ENGINEERING,75,1362
940,30,SENIOR,MARKETING,149,606
941,45,SENIOR,MARKETING,141,613
942,32,MID,SALES,158,626
943,36,MID,MANAGEMENT,1127,322
944,48,SENIOR,ENGINEERING,104,1268
945,28,JUNIOR,ENGINEERING,89,1442
946,44,SENIOR,ENGINEERING,95,1518
947,32,SENIOR,ENGINEERING,77,1208
948,27,JUNIOR,MARKETING,146,605
949,54,SENIOR,SALES,133,640
950,35,SENIOR,ENGINEERING,99,1082
951,61,MANAGEMENT,SUPPORT,134,2064
952,30,SENIOR,MARKETING,139,613
953,25,MID,ENGINEERING,98,1336
954,40,SENIOR,SALES,153,628
955,58,SENIOR,SALES,158,2139
956,28,JUNIOR,ENGINEERING,89,1265
957,29,JUNIOR,ENGINEERING,113,1314
958,34,MID,ENGINEERING,90,1387
959,32,SENIOR,SUPPORT,134,2564
960,57,SENIOR,ENGINEERING,95,1225
961,28,JUNIOR,ENGINEERING,95,1051
962,44,SENIOR,ENGINEERING,113,1263
963,45,MANAGEMENT,ENGINEERING,93,1060
964,27,MID,ENGINEERING,103,1372
965,32,MID,SUPPORT,166,1909
966,26,JUNIOR,ENGINEERING,113,1539
967,27,MID,ENGINEERING,114,1511
968,45,SENIOR,ENGINEERING,104,1141
969,27,JUNIOR,ENGINEERING,97,1530
970,26,JUNIOR,ENGINEERING,92,1567
971,28,JUNIOR,SALES,166,602
972,59,SENIOR,ENGINEERING,89,1117
973,28,JUNIOR,SUPPORT,143,1925
974,42,SENIOR,ENGINEERING,77,1296
975,44,SENIOR,ENGINEERING,112,1439
976,48,SENIOR,ENGINEERING,102,1149
977,27,JUNIOR,ENGINEERING,96,1337
978,33,MANAGEMENT,ENGINEERING,95,1043
979,29,JUNIOR,ENGINEERING,92,1138
980,35,MID,ENGINEERING,84,1028
981,27,JUNIOR,ENGINEERING,101,1254
982,27,MID,ENGINEERING,107,1301
983,58,MANAGEMENT,MARKETING,152,615
984,33,MID,SALES,128,643
985,29,JUNIOR,ENGINEERING,101,1225
986,35,SENIOR,ENGINEERING,85,1316
987,52,SENIOR,ENGINEERING,91,1387
988,28,JUNIOR,ENGINEERING,107,1159
989,62,MANAGEMENT,ENGINEERING,111,1229
990,50,SENIOR,ENGINEERING,100,1536
991,54,SENIOR,ENGINEERING,109,1359
992,42,SENIOR,ENGINEERING,102,1040
993,40,SENIOR,ENGINEERING,83,1221
994,35,MID,ENGINEERING,80,1585
995,52,SENIOR,MARKETING,152,586
996,36,MID,ENGINEERING,97,1438
997,28,JUNIOR,SUPPORT,132,2566
998,64,SENIOR,ENGINEERING,99,1119
999,44,SENIOR,MARKETING,140,596
1000,54,SENIOR,ENGINEERING,92,1583
